Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls p90,Ast p90,G+A p90,G-PK p90,G+A-PK p90,xG p90,xAG p90,xG+xAG p90,npxG p90,npxG+xAG p90
2434,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,20,5,649,7.2,0,1,1,0,0,0,1,1,0.3,0.3,0.2,0.5,5,36,5,0,0.14,0.14,0,0.14,0.04,0.02,0.07,0.04,0.07
2435,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,31,27,2397,26.6,1,0,1,1,0,0,3,1,2,2,2.6,4.6,57,96,91,0.04,0,0.04,0.04,0.04,0.07,0.1,0.17,0.07,0.17
2436,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,17,16,1392,15.5,1,1,2,1,0,0,4,1,0.2,0.2,0.7,0.9,9,82,13,0.06,0.06,0.13,0.06,0.13,0.01,0.05,0.06,0.01,0.06
2437,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,16,9,836,9.3,0,2,2,0,0,0,2,0,0.2,0.2,1.1,1.3,17,52,44,0,0.22,0.22,0,0.22,0.02,0.11,0.14,0.02,0.14
2438,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,21,1890,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2439,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,25,25,2175,24.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,Demba Seck,sn SEN,MFFW,Torino,it Serie A,20,2001,6,1,146,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,6,3,8,0,0,0,0,0,0.39,0,0.39,0.39,0.39
2442,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,10,3,404,4.5,0,0,0,0,0,0,5,1,0,0,0.1,0.1,2,12,0,0,0,0,0,0,0,0.01,0.01,0,0.01
2443,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,27,23,2108,23.4,0,3,3,0,0,0,9,0,0.5,0.5,2,2.5,28,118,48,0,0.13,0.13,0,0.13,0.02,0.08,0.1,0.02,0.1
2444,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,21,16,1410,15.7,0,0,0,0,0,0,7,2,0.5,0.5,0.2,0.7,10,30,12,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
2445,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,25,10,1004,11.2,4,0,4,3,1,1,2,0,4.2,3.4,0.6,4,10,13,50,0.36,0,0.36,0.27,0.27,0.38,0.05,0.43,0.31,0.36
2446,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
2447,Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,18,7,852,9.5,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.4,19,8,36,0,0,0,0,0,0.01,0.13,0.15,0.01,0.15
2448,Nélson Semedo,pt POR,MFDF,Wolves,eng Premier League,27,1993,25,25,2131,23.7,0,1,1,0,0,0,1,0,1.6,1.6,1.3,2.9,79,78,146,0,0.04,0.04,0,0.04,0.07,0.06,0.12,0.07,0.12
2449,Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,Stefano Sensi,it ITA,MFFW,Sampdoria,it Serie A,25,1995,11,10,754,8.4,1,0,1,1,0,0,1,0,1.1,1.1,0.8,1.9,16,34,24,0.12,0,0.12,0.12,0.12,0.13,0.1,0.23,0.13,0.23
2452,Stefano Sensi,it ITA,MFFW,Inter,it Serie A,25,1995,9,1,167,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,7,13,13,0,0,0,0,0,0.21,0.16,0.37,0.21,0.37
2453,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,16,16,1392,15.5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2454,Suat Serdar,de GER,MFFW,Hertha BSC,de Bundesliga,24,1997,30,27,2218,24.6,3,0,3,3,0,0,6,0,2.1,2.1,1.4,3.5,43,83,77,0.12,0,0.12,0.12,0.12,0.09,0.06,0.14,0.09,0.14
2455,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0
2456,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,26,15,1117,12.4,3,2,5,3,0,0,1,0,3.2,3.2,0.8,4,7,14,62,0.24,0.16,0.4,0.24,0.4,0.26,0.06,0.32,0.26,0.32
2457,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,5,1,68,0.8,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2458,Nicolás Serrano,es ESP,MFFW,Athletic Club,es La Liga,18,2003,14,3,317,3.5,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,13,7,26,0.28,0,0.28,0.28,0.28,0.12,0.02,0.14,0.12,0.14
2459,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26
2460,Ryan Sessegnon,eng ENG,DFMF,Tottenham,eng Premier League,21,2000,15,13,1047,11.6,0,2,2,0,0,0,2,0,0.3,0.3,2.7,3,30,22,80,0,0.17,0.17,0,0.17,0.03,0.23,0.26,0.03,0.26
2461,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,4,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0
2462,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,28,17,1507,16.7,5,3,8,1,4,4,2,0,4.8,1.7,2.8,4.5,30,132,14,0.3,0.18,0.48,0.06,0.24,0.29,0.17,0.46,0.1,0.27
2463,Stephan El Shaarawy,it ITA,FWDF,Roma,it Serie A,28,1992,27,8,1055,11.7,3,0,3,3,0,0,1,0,2.7,2.7,3,5.7,58,78,105,0.26,0,0.26,0.26,0.26,0.23,0.26,0.49,0.23,0.49
2464,Jamie Shackleton,eng ENG,DFMF,Leeds United,eng Premier League,21,1999,14,7,709,7.9,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,20,36,20,0,0,0,0,0,0.02,0,0.02,0.02,0.02
2465,Xherdan Shaqiri,ch SUI,FWMF,Lyon,fr Ligue 1,29,1991,11,9,679,7.5,2,3,5,2,0,0,0,0,0.6,0.6,1.7,2.3,10,38,73,0.27,0.4,0.66,0.27,0.66,0.08,0.22,0.31,0.08,0.31
2466,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,20,19,1601,17.8,0,3,3,0,0,0,8,0,0.1,0.1,3.6,3.7,48,82,69,0,0.17,0.17,0,0.17,0.01,0.2,0.21,0.01,0.21
2467,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,24,22,1983,22,2,1,3,2,0,0,7,1,0.9,0.9,1,1.9,11,84,7,0.09,0.05,0.14,0.09,0.14,0.04,0.05,0.09,0.04,0.09
2468,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2469,Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,28,5,784,8.7,3,4,7,3,0,0,2,0,4.3,4.3,3.3,7.5,28,17,85,0.34,0.46,0.8,0.34,0.8,0.49,0.38,0.87,0.49,0.87
2470,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2471,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2473,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,17,12,949,10.5,0,0,0,0,0,0,6,0,0.2,0.2,0.6,0.8,26,68,41,0,0,0,0,0,0.02,0.06,0.07,0.02,0.07
2475,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,2,1,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,1,3,0,0,0,0,0,0.08,0.12,0.2,0.08,0.2
2476,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
2477,Arnór Sigurðsson,is ISL,FWMF,Venezia,it Serie A,22,1999,9,0,183,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,4,16,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
2478,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,19,2002,7,1,169,1.9,0,0,0,0,0,0,1,0,0,0,0.2,0.2,3,6,2,0,0,0,0,0,0,0.13,0.13,0,0.13
2479,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,17,12,1083,12,0,1,1,0,0,0,3,1,0.3,0.3,0.4,0.7,14,57,14,0,0.08,0.08,0,0.08,0.03,0.03,0.06,0.03,0.06
2480,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,33,24,2076,23.1,11,3,14,8,3,3,1,0,12.6,10.7,3.3,14,36,50,172,0.48,0.13,0.61,0.35,0.48,0.54,0.14,0.69,0.46,0.61
2481,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,35,33,2857,31.7,8,4,12,8,0,0,6,0,6.7,6.7,6.5,13.2,146,170,277,0.25,0.13,0.38,0.25,0.38,0.21,0.21,0.42,0.21,0.42
2482,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,34,31,2662,29.6,2,8,10,2,0,0,5,0,1,1,6.4,7.5,81,156,208,0.07,0.27,0.34,0.07,0.34,0.03,0.22,0.25,0.03,0.25
2483,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,25,22,1720,19.1,2,4,6,2,0,0,4,1,3.1,3.1,4.5,7.5,65,147,105,0.1,0.21,0.31,0.1,0.31,0.16,0.24,0.39,0.16,0.39
2484,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,22,6,572,6.4,0,0,0,0,0,0,0,0,1.8,1.8,0.2,1.9,14,14,41,0,0,0,0,0,0.28,0.03,0.3,0.28,0.3
2485,Gabriel Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,30,1991,13,9,713,7.9,0,0,0,0,0,0,1,0,0,0,0,0.1,6,22,17,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01
2486,Jonathan Silva,ar ARG,DFFW,Getafe,es La Liga,27,1994,9,1,226,2.5,0,0,0,0,0,0,4,0,0,0,0.1,0.2,5,11,9,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
2487,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,22,21,1964,21.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,1984,32,28,2650,29.4,3,0,3,3,0,0,2,0,0.9,0.9,0.2,1.1,14,145,2,0.1,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04
2489,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,35,3150,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,2000,28,23,2009,22.3,1,0,1,1,0,0,5,0,0.9,0.9,0.7,1.6,19,80,10,0.04,0,0.04,0.04,0.04,0.04,0.03,0.07,0.04,0.07
2491,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,1995,35,32,2653,29.5,17,5,22,17,0,1,8,0,10.3,9.5,3.2,12.7,40,40,259,0.58,0.17,0.75,0.58,0.75,0.35,0.11,0.46,0.32,0.43
2492,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,1995,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2493,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2494,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2495,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,26,1995,30,29,2332,25.9,6,8,14,6,0,0,3,0,4.6,4.6,8.7,13.3,146,49,242,0.23,0.31,0.54,0.23,0.54,0.18,0.33,0.51,0.18,0.51
2496,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,34,3060,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,Xavi Simons,nl NED,MFFW,Paris S-G,fr Ligue 1,18,2003,6,1,132,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,3,5,0,0,0,0,0,0.14,0.08,0.22,0.14,0.22
2498,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,2000,35,32,2607,29,3,4,7,3,0,0,5,1,2.6,2.6,2.5,5.2,69,89,157,0.1,0.14,0.24,0.1,0.24,0.09,0.09,0.18,0.09,0.18
2499,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,1995,12,3,351,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,18,16,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13
2500,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2502,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,7,6,436,4.8,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.5,3,15,21,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11
2504,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,fr Ligue 1,23,1997,35,26,2303,25.6,2,5,7,2,0,0,6,0,2.6,2.6,4.3,6.8,50,100,103,0.08,0.2,0.27,0.08,0.27,0.1,0.17,0.27,0.1,0.27
2505,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,1989,36,36,3220,35.8,2,1,3,2,0,0,5,0,3.8,3.7,3.1,6.8,51,116,71,0.06,0.03,0.08,0.06,0.08,0.11,0.09,0.19,0.1,0.19
2506,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1997,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2507,Sambou Sissoko,fr FRA,MFDF,Reims,fr Ligue 1,22,1999,8,0,176,2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,7,4,0,0,0,0,0,0.08,0.14,0.22,0.08,0.22
2508,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,4,3,277,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,1995,22,20,1820,20.2,4,1,5,4,0,0,3,0,3.2,3.2,0.9,4.1,19,83,39,0.2,0.05,0.25,0.2,0.25,0.16,0.05,0.2,0.16,0.2
2510,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,2000,18,14,1350,15,0,0,0,0,0,0,6,0,0.2,0.2,0.7,1,27,76,18,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
2511,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,1999,15,13,1172,13,0,0,0,0,0,0,4,2,0.3,0.3,0.2,0.5,10,38,2,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04
2512,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,36,3240,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,21,1999,18,6,747,8.3,0,2,2,0,0,0,0,0,0.9,0.9,0.4,1.2,29,19,52,0,0.24,0.24,0,0.24,0.11,0.05,0.15,0.11,0.15
2514,Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,25,1996,12,3,368,4.1,0,1,1,0,0,0,1,0,0.7,0.7,1.4,2.1,9,14,37,0,0.24,0.24,0,0.24,0.17,0.34,0.51,0.17,0.51
2515,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,1995,35,35,3150,35,3,0,3,3,0,0,3,0,3.2,3.2,0.5,3.7,34,100,31,0.09,0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11
2516,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,1988,12,6,573,6.4,1,1,2,1,0,0,3,0,1.9,1.9,0.7,2.5,8,15,34,0.16,0.16,0.31,0.16,0.31,0.29,0.11,0.4,0.29,0.4
2517,William Smallbone,ie IRL,MFFW,Southampton,eng Premier League,21,2000,4,2,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,2,7,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
2518,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,27,23,2091,23.2,3,0,3,3,0,0,0,0,2.4,2.4,0.4,2.8,4,39,5,0.13,0,0.13,0.13,0.13,0.1,0.02,0.12,0.1,0.12
2519,Emile Smith Rowe,eng ENG,MFFW,Arsenal,eng Premier League,21,2000,33,21,1921,21.3,10,2,12,10,0,0,1,0,6,6,2,8,65,85,139,0.47,0.09,0.56,0.47,0.56,0.28,0.09,0.38,0.28,0.38
2520,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,21,16,1486,16.5,1,1,2,1,0,0,3,0,0.6,0.6,1.6,2.1,17,84,56,0.06,0.06,0.12,0.06,0.12,0.03,0.09,0.13,0.03,0.13
2521,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,1991,30,30,2564,28.5,0,1,1,0,0,0,4,0,0.4,0.4,1.3,1.7,79,132,66,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06
2522,Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,1992,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2523,Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,29,1992,33,19,1861,20.7,4,1,5,4,0,0,4,0,5.4,5.3,1.8,7.1,36,38,87,0.19,0.05,0.24,0.19,0.24,0.26,0.09,0.35,0.26,0.35
2524,Alex Sola,es ESP,DFFW,Real Sociedad,es La Liga,22,1999,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,2,1,0,0,0,0,0,0.18,0.28,0.46,0.18,0.46
2525,Augusto Solari,ar ARG,MFDF,Celta Vigo,es La Liga,29,1992,26,4,714,7.9,0,0,0,0,0,0,5,0,0.3,0.3,0.5,0.8,15,18,53,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1
2526,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,18,7,664,7.4,3,2,5,3,0,0,7,2,3.7,3.7,0.7,4.4,4,14,43,0.41,0.27,0.68,0.41,0.68,0.49,0.09,0.58,0.49,0.58
2527,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,1997,32,28,2474,27.5,11,5,16,4,7,7,4,0,9.1,3.5,4,7.6,40,101,89,0.4,0.18,0.58,0.15,0.33,0.33,0.15,0.48,0.13,0.28
2528,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33,33,2970,33,0,1,1,0,0,0,2,0,0,0,0.4,0.4,0,2,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01
2529,Son,es ESP,DF,Levante,es La Liga,27,1994,26,22,1971,21.9,1,0,1,1,0,0,5,1,0.9,0.9,1.3,2.2,37,96,111,0.05,0,0.05,0.05,0.05,0.04,0.06,0.1,0.04,0.1
2530,Brandon Soppy,fr FRA,DFMF,Udinese,it Serie A,19,2002,28,7,777,8.6,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.7,25,17,50,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
2531,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,38,38,3414,37.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,1991,35,32,2622,29.1,0,4,4,0,0,0,6,2,2.1,2.1,4.8,6.9,48,134,145,0,0.14,0.14,0,0.14,0.07,0.16,0.24,0.07,0.24
2533,Alberto Soro,es ESP,MFFW,Granada,es La Liga,22,1999,16,7,578,6.4,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,8,21,35,0,0,0,0,0,0.12,0.08,0.2,0.12,0.2
2534,Borna Sosa,hr CRO,DFFW,Stuttgart,de Bundesliga,23,1998,28,28,2498,27.8,1,8,9,1,0,0,4,0,0.9,0.9,6.8,7.8,104,139,200,0.04,0.29,0.32,0.04,0.32,0.03,0.25,0.28,0.03,0.28
2535,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,30,1990,35,28,2480,27.6,6,4,10,4,2,2,7,0,8.5,6.9,3.2,10.2,51,124,194,0.22,0.15,0.36,0.15,0.29,0.31,0.12,0.43,0.25,0.37
2537,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,1999,24,14,1239,13.8,3,2,5,3,0,0,4,1,2.5,2.5,2.5,5,81,39,126,0.22,0.15,0.36,0.22,0.36,0.18,0.18,0.36,0.18,0.36
2538,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,1995,35,34,3062,34,5,1,6,5,0,0,3,0,5.5,4.8,2.2,7,36,141,54,0.15,0.03,0.18,0.15,0.18,0.16,0.06,0.22,0.14,0.2
2539,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,2003,2,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,1,0,0,0,0,0,1.47,0,1.47,1.47,1.47
2540,Sambou Soumano,sn SEN,FWMF,Lorient,fr Ligue 1,20,2001,21,4,447,5,3,0,3,3,0,0,1,0,3,3,0.1,3.2,11,4,26,0.6,0,0.6,0.6,0.6,0.61,0.03,0.64,0.61,0.64
2541,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,1992,28,26,2266,25.2,0,0,0,0,0,0,6,2,0.9,0.9,0,0.9,16,61,10,0,0,0,0,0,0.03,0,0.04,0.03,0.04
2542,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,1999,19,12,1102,12.2,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.7,10,45,16,0,0.08,0.08,0,0.08,0.03,0.03,0.06,0.03,0.06
2543,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,1992,34,27,2334,25.9,1,3,4,1,0,0,4,0,0.5,0.5,1.4,1.9,68,78,118,0.04,0.12,0.15,0.04,0.15,0.02,0.05,0.07,0.02,0.07
2544,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,31,28,2415,26.8,2,3,5,2,0,0,5,0,0.6,0.6,1.7,2.3,34,140,32,0.07,0.11,0.19,0.07,0.19,0.02,0.06,0.09,0.02,0.09
2545,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,2002,13,11,989,11,2,1,3,2,0,0,2,0,0.3,0.3,0.9,1.2,13,47,3,0.18,0.09,0.27,0.18,0.27,0.02,0.08,0.1,0.02,0.1
2546,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,1996,28,28,2497,27.7,1,0,1,1,0,0,5,0,1,1,0.1,1.1,19,71,5,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04
2547,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1993,3,2,127,1.4,0,0,0,0,0,0,1,0,0,0,0.1,0.2,4,4,10,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12
2548,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Tony Springett,eng ENG,MFFW,Norwich City,eng Premier League,18,2002,3,1,141,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,2,11,0,0,0,0,0,0.11,0.34,0.45,0.11,0.45
2550,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,1996,8,7,604,6.7,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,11,19,5,0.15,0,0.15,0.15,0.15,0.11,0.02,0.13,0.11,0.13
2551,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,1998,29,20,1861,20.7,1,6,7,1,0,0,6,0,2.1,2.1,4.5,6.6,48,103,50,0.05,0.29,0.34,0.05,0.34,0.1,0.22,0.32,0.1,0.32
2552,Kostas Stafylidis,gr GRE,DFMF,Bochum,de Bundesliga,27,1993,24,15,1388,15.4,0,1,1,0,0,0,3,1,0.6,0.6,0.7,1.3,8,40,14,0,0.06,0.06,0,0.06,0.04,0.05,0.09,0.04,0.09
